area_id,area_name,latitude,longtitude,address,custno
180,사량도 사금방파제,34.8298,128.1961,경상남도 통영시 사량면 금평리 1094-4,
181,당사도 솔개여,34.8245,126.1195,전라남도 신안군 암태면 당사리,
182,지심도 마흔여 (1),34.8165,128.7528,경상남도 거제시 일운면 옥림리 산1,
183,지심도 마흔여 (2),34.8165,128.7527,경상남도 거제시 일운면 옥림리 산1,
184,지심도 마흔여 (3),34.8165,128.7526,경상남도 거제시 일운면 옥림리 산1,
185,추자도 오동여,34.7958,128.6682,전라남도 신안군 추자면 추자리 오동여 ,
186,곤리도 등대,34.784,128.3708,경상남도 통영시 산양읍 곤리리 174-16,
187,폐수산,34.7803,128.6666,경상남도 거제시 동부면 학동리 산1-2,
188,청산도 붙은여,34.7726541,126.3147251,전라남도 신안군 압해읍 청산면 청산도 ,
189,거금도익금리,34.7719,126.3057,전라남도 고흥군 금산면 익금리,
190,한산도 장작지,34.7715,128.4717,경상남도 통영시 한산면 두억리 563-4,
191,해양수산앞방파제,34.7654,128.4046,경상남도 통영시 산양읍 미남리 702-4,
192,청산도 노랑바위,34.7607835,126.2982225,전라남도 신안군 압해읍 청산면 청산도 노랑바위 ,
193,추자도 작은보름섬,34.7602,128.5269,전라남도 신안군 추자면 추자리 ,
194,한산도 의암마을 방파제,34.7575,128.491,경상남도 통영시 한산면 하소리 430-5,
195,여자도 장어다리,34.7564,127.5062,전라남도 여수시 화정면 마파지길,
196,추봉도 동섬,34.7503,128.5462,경상남도 통영시 한산면 추봉리 산158,
197,여수 오동도 방파제,34.7499,127.7673,전라남도 여수시 수정동 2-9,
198,돈북섬 풀섬하얀등대,34.7498,127.5162,전라남도 여수시 화정면 여자리 산141,
199,해금강 (1),34.7422,128.6774,경상남도 거제시 남부면 갈곶리 산14-37,
200,탑포 노랑바위,34.739,128.5843,경상남도 거제시 남부면 저구리 산128-1,
201,신진도 부억도,34.7336,127.8227,충청남도 태안군 근흥면 신진도 부억도,
202,해금강 (2),34.7307,128.6719,경상남도 거제시 남부면 갈곶리 산2-16,
203,해금강 (3),34.7296,128.6743,경상남도 거제시 남부면 갈곶리 산2-16,
204,남해도 가천콘도 (1),34.7227,127.8867,경상남도 남해군 남면 홍현리 1424-5,
205,오곡도 춘향여 (1),34.7224,128.4284,경상남도 통영시 산양읍 연곡리 산191,
206,남해도 가천콘도 (2),34.7222,127.8893,경상남도 남해군 남면 홍현리 1424-1,
207,남해도 가천콘도 (3),34.722,127.8886,경상남도 남해군 남면 홍현리 1424-1,
208,오곡도 춘향여 (2),34.7218,128.4285,경상남도 통영시 산양읍 연곡리 산196-13,
209,오곡도 춘향여 (3),34.7215,128.4288,경상남도 통영시 산양읍 연곡리 산196-13,
210,오곡도 춘향여 (4),34.7204,128.4282,경상남도 통영시 산양읍 연곡리 산197,
211,비진도 충복도 범여 (1),34.7203,128.4527,경상남도 통영시 한산면 비진리 535,
212,비진도 충복도 범여 (2),34.7202,128.4523,경상남도 통영시 한산면 비진리 535,
213,비진도 충복도 범여 (3),34.7201,128.4524,경상남도 통영시 한산면 비진리 535,
214,북신항방파제,34.7171,128.0534,경상남도 남해군 미조면 미조리 28-4,
215,여차본섬 큰여,34.7099,128.6382,경상남도 거제시 남부면 다포리 산21-2,
216,내치도,34.6955,127.7876,전라남도 여수시 돌산읍 우두리 산4,
217,남해군 애도,34.6932,128.0328,경상남도 남해군 미조면 미조리 산402-2,
218,하노대,34.6621,128.2518,경상남도 통영시 욕지면 노대리 산25-11,
219,통영 적도 (1),34.6606,128.3166,경상남도 통영시 욕지면 동항리,
220,통영 적도 (2),34.6603,128.3166,경상남도 통영시 욕지면 동항리,
221,통영 적도 (3),34.6602,128.3165,경상남도 통영시 욕지면 동항리,
222,여서도 성여,34.65547356,125.0727975,전라남도 신안군 흑산면 여서리 20-3 ,
223,강진 마량 정자도 방파제,34.6533,126.5463,전라남도 완도군 금일읍 장정리 방파제,
224,고흥내만 섭도 남동쪽 끝,34.6393,127.3556,전라남도 고흥군 금산면,
225,욕지도 좌대,34.6367,128.2737,경상남도 통영시 욕지면 동항리 584-34,
226,소초도 (1),34.6202,128.3261,경상남도 통영시 욕지면 동항리 산6-1,
227,소초도 (2),34.6199,128.326,경상남도 통영시 욕지면 동항리 산6-1,
228,소초도 (3),34.6199,128.3258,경상남도 통영시 욕지면 동항리 산6-1,
229,돌산방파제,34.6131,127.7213,전라남도 여수시 돌산읍 군내리 595-1,
230,내장덕암 (1),34.6061,128.3263,경상남도 통영시 욕지면 동항리,
231,내장덕암 (2),34.6061,128.3257,경상남도 통영시 욕지면 동항리,
232,내장덕암 (3),34.6059,128.326,경상남도 통영시 욕지면 동항리,
233,신기방파제,34.6012,127.7403,전라남도 여수시 돌산읍 신복리 1111-19,
234,외매물도 (1),34.5979,127.5139,전라남도 고흥군 영남면 우천리 산142,
235,외매물도 (2),34.5974,127.5131,전라남도 고흥군 영남면 우천리 산142,
236,외매물도 (3),34.5973,127.5141,전라남도 고흥군 영남면 우천리 산142,
237,외매물도 (4),34.5968,127.5128,전라남도 고흥군 영남면 우천리 산142,
238,낭도 넙덕여 조발수도 (1),34.5912,127.5387,전라남도 여수시 화정면 낭도리 산348,
239,낭도 넙덕여 조발수도 (2),34.5911,127.5385,전라남도 여수시 화정면 낭도리 산348,
240,낭도 넙덕여 조발수도 (3),34.5909,127.5385,전라남도 여수시 화정면 낭도리 산348,
241,낭도 넙덕여 조발수도 (4),34.5908,127.5386,전라남도 여수시 화정면 낭도리 산348,
242,좌사리제도 내장덕도 (1),34.571,128.3491,경상남도 통영시 욕지면 동항리 산4-1,
243,좌사리제도 내장덕도 (2),34.571,128.3491,경상남도 통영시 욕지면 동항리 산4-1,
244,좌사리제도 내장덕도 (3),34.5709,128.3492,경상남도 통영시 욕지면 동항리 산4-1,
245,개도 (1),34.5707,127.6393,전라남도 여수시 화정면 개도리 산739,
246,해남 서당도,34.5677,126.5948,전라남도 해남군 화산면 삼마리,
247,개도 작은산 어장줄 옆,34.5633,127.6948,전라남도 여수시 화정면 개도리 산83-2,
248,오취도 관뒷여,34.561,127.4623,전라남도 고흥군 포두면 오취리 산271,
249,대두라도 귀신방파제,34.5604,127.7259,전라남도 여수시 남면 두라리 442-10,
250,개도 (2),34.5582,127.6384,전라남도 여수시 화정면 개도리 산756,
251,좌사리제도 등대섬 (1),34.5578,128.3415,경상남도 통영시 욕지면 동항리 산2,
252,좌사리제도 등대섬 (2),34.5578,128.3414,경상남도 통영시 욕지면 동항리 산2,
253,좌사리제도 등대섬 (3),34.5574,128.3416,경상남도 통영시 욕지면 동항리 산2,
254,갈도쌍여,34.5568,128.1832,경상남도 통영시 욕지면 서산리 1017,
255,해남 외모도,34.5567,126.4842,전라남도 해남시 외모면 외모리 648-1,
256,강진 마량 정자도 남동쪽 ,34.55,126.6333,전라남도 완도군 금일읍 장정리 남동쪽 ,
257,진도 병풍도 서들개,34.5314,126.1973,전라남도 진도군 조도면 병풍도서길,
258,여수 배다여,34.5312,127.8091,전라남도 여수시 남면 안도리 산401,
259,진도 장죽도 ,34.529842,126.261024,전라남도 진도군 조도면 창유리,
260,녹동향 소록대교,34.5293,127.1227,전라남도 고흥군 도양읍 목넘가는길 71-57,
261,금오도,34.5247,127.7173,전라남도 여수시 남면 두모리 산294-27,
262,강진 마량 정자도 남서쪽 ,34.5167,126.5667,전라남도 완도군 금일읍 장정리 남서쪽 ,
263,안도본섬,34.4946,127.8083,전라남도 여수시 남면 안도리 산93,
264,금진항 거금도낚시,34.4902,127.1243,전라남도 고흥군 금산면 거금일주로 1,
265,진도 옥도 시야도,34.4829,126.2677,전라남도 진도군 조도면 옥도 시야도,
266,진도 조도군도 제도,34.482778,126.170556,전라남도 진도군 제도면,
267,안도 남고지,34.4753,127.8127,전라남도 여수시 남면 안도리 490-4,
268,진도 조도군도 죽항도,34.4694,126.2814,전라남도 진도군 조도면 죽항도리,
269,나로도 창포,34.4687,127.5097,전라남도 고흥군 봉래면 예내리 산165-6,
270,소리도 큰여,34.4628,127.8059,전라남도 여수시 남면 연도리 산606,
271,맹골군도 곽도,34.4603,126.2281,전라남도 진도군 조도면 맹골도리,
272,여수 연도 역포,34.458,127.8064,전라남도 여수시 남면 연도리 산10,
273,진도 조도군도 갈도 ,34.4561,126.1847,전라남도 진도군 조도면,
274,여수 연도 콧죽바위,34.4504,127.7976,전라남도 여수시 남면 연도리 산87-5,
275,진도 맹골군도 큰삼여,34.45,126.2667,전라남도 진도군 맹종면 큰삼여길 22-3,
276,여수 연도 (1),34.4468,127.8117,전라남도 여수시 남면 연도리 산163,
277,여수 연도 (2),34.4462,127.8108,전라남도 여수시 남면 연도리 산163,
278,여수 연도 (3),34.4455,127.8108,전라남도 여수시 남면 연도리 산163,
279,여수 연도 기름여,34.4298,127.7845,전라남도 여수시 남면 연도리 산605,
280,거금도 익금방파제,34.4267,127.1442,전라남도 고흥군 금산면 어전리 산254-21,
281,진도 하조도 등대 ,34.4228,126.2653,전라남도 진도군 조도면 조도등대길 429,
282,외나로도 염포,34.4199,127.5103,전라남도 고흥군 봉래면 외초리 산244-1,
283,진도 밀매도,34.4161,126.1789,전라남도 진도군 의신면 구자도리,
284,여수 연도 만자굴,34.4152,127.8036,전라남도 여수시 남면 연도리 산417,
285,여수 연도 쌍굴안통,34.411,127.803,전라남도 여수시 남면 연도리 산421,
286,외나로도 곡두여 (1),34.3978,127.4969,전라남도 고흥군 봉래면 외초리 산317-1,
287,외나로도 곡두여 (2),34.3977,127.4967,전라남도 고흥군 봉래면 외초리 산317-1,
288,외나로도 곡두여 (3),34.3973,127.497,전라남도 고흥군 봉래면 외초리 산317-1,
289,외나로도 곡두여 (4),34.3972,127.4971,전라남도 고흥군 봉래면 외초리 산317-1,
290,맹골군도 소죽도,34.3944,126.3031,전라남도 진도군 맹종면 소죽도길 20,
291,진도 관사도,34.393872,126.186154,전라남도 진도군 조도면,
292,진도 청등도,34.3833,126.2667,전라남도 진도군 조미면,
293,진도 삼마군도 중마도 ,34.3795,126.2908,전라남도 진도 삼마군도 중마도 ,
294,황제도 동쪽끝섬,34.3762,126.8238,전라남도 완도군 서도면 ,
295,충도 남쪽 홈통,34.3754,127.0831,전라남도 완도군 금일읍 충동리 산458,
296,외나로도 탕건여 고래여,34.3648,127.51,전라남도 고흥군 봉래면 외초리,
297,완도 북여 ,34.3543,126.8853,전라남도 완도군 신지면 북여,
298,덕우도 팔자여,34.3364,126.4006,전라남도 신안군 토봉면 팔자여리,
299,지마도,34.3329,127.3745,전라남도 여수시 삼산면 손죽리 산1760,
300,황제도,34.3309,126.7401,전라남도 완도군 금일읍,
301,완도 약산,34.3241,126.7399,전라남도 완도군 약산면,
302,완도 해경 방파제 ,34.3155,126.7361,전라남도 완도군 완도읍 장보고대로 ,
303,완도 부도,34.3147,127.1335,전라남도 완도군 금일읍 사동리 산97,
304,신지도 강독,34.310097,126.733563,전라남도 완도군 신진면,
305,망석리 방파제,34.3086,126.7964,전라남도 완도군 완도읍 망석리,
306,덕우도 송도,34.3056,126.3333,전라남도 신안군 흑산면 송도리 388번지,
307,완도 섭도,34.3006,127.1325,전라남도 완도군 금일읍 사동리 산143,
308,손죽도 흰등대,34.2953,127.3513,전라남도 여수시 삼산면 손죽리 산1612,
309,진도 맹골군도 죽도,34.2948,126.1861,전라남도 진도군 맹종면 ,
310,부도 북동쪽,34.2928,126.7334,전라남도 완도 금일읍,
311,신리 방파제,34.292536,126.72576,전라남도 완도군 신지면 신리,
312,여수 간여,34.2815,127.8518,전라남도 여수시 남면 연도리 산609,
313,소안도 미라리,34.280621,126.711714,전라남도 완도군 소안면 미라리,
314,소안도 소송리,34.277688,126.854547,전라남도 완도군 소안면 소송리,
315,초도군도 용섬 (1),34.2745,127.2769,전라남도 여수시 삼산면 초도리 산28,
316,초도군도 용섬 (2),34.2731,127.2734,전라남도 여수시 삼산면 초도리 산28,
317,광도 검등여,34.266,127.5416,전라남도 여수시 삼산면 손죽리 산127-1,
318,광도 남쪽,34.2614,127.5324,전라남도 여수시 삼산면 손죽리 산127,
319,초도군도 중결섬,34.2598,127.2545,전라남도 여수시 삼산면 초도리 산34-1,
320,초도 예미,34.2495,127.2529,전라남도 여수시 삼산면 초도리 산64,
321,초도 대동리,34.2462,127.2433,전라남도 여수시 삼산면 초도리 산113,
322,진도 독거도,34.2453,126.2903,전라남도 진도군 독거면 ,
323,진도 독거군도,34.2453,126.2903,전라남도 진도군 독거면 ,
324,평도 (1),34.2415,127.4519,전라남도 여수시 삼산면 손죽리 산130,
325,평도 (2),34.2413,127.446,전라남도 여수시 삼산면 손죽리 산161,
326,평도 (3),34.2402,127.4504,전라남도 여수시 삼산면 손죽리 산130,
327,평도 (4),34.2402,127.4487,전라남도 여수시 삼산면 손죽리 산130,
328,평도 (5),34.2394,127.4493,전라남도 여수시 삼산면 손죽리 산130,
329,초도 안목섬,34.2221,127.2192,전라남도 여수시 삼산면 초도리 산2097-1,
330,완도 원도,34.2176,127.1939,전라남도 완도군 금일읍 장원리 산18,
331,진도 하태도 매바위 ,34.1957,126.2586,전라남도 신의군 신의면 하태동리 매바위 ,
332,문도 삼각여,34.1159,127.5103,전라남도 여수시 삼산면 동도리 산127,
333,문도(모기섬),34.1152,127.5089,전라남도 여수시 삼산면 동도리 산127,
334,거문도 동도,34.0588,127.3234,전라남도 여수시 삼산면 동도리 산70-21,
335,거문도 안재림여,34.0524,127.2765,전라남도 여수시 삼산면 서도리 산236,
336,진도 병풍도 아랫병풍 수정동굴,34.044693,126.239184,전라남도 진도군 조도면 병풍도서길 60-40 (병풍도),
337,거문도 개빠진통,34.0123,127.3064,전라남도 여수시 삼산면 덕촌리 산172-504,
338,거문도 거북여,34.0117,127.3099,전라남도 여수시 삼산면 덕촌리 산172-497,
339,김녕방파제,33.539861,126.858692,제주특별자치도 제주시 구좌읍 김녕리 235-1,
340,정방폭포,33.519137,126.792414,제주특별자치도 제주시 조천읍 함덕로 253 ,
341,도두방파제,33.5115612,126.5494156,제주특별자치도 제주시 구좌읍 도두리 258-1,
342,우이군도 우도 ,33.5061,126.9489,전라남도 신안군 도초면 우이도리 산628,
343,상동방파제,33.478229,126.752338,제주특별자치도 서귀포시 상예로 184 (하원동) ,
344,애월방파제,33.4749474,126.3318317,제주특별자치도 제주시 애월읍 애월리 295-7,
345,성산포방파제,33.4502059,126.9358333,제주특별자치도 서귀포시 성산읍 일출로 284 (성산리),
346,서부두방파제,33.4484394,126.5081446,제주특별자치도 제주시 용담이동 1886-4 ,
347,위미방파제,33.372586,126.260634,제주특별자치도 제주시 구좌읍 월정리 1689-3,
348,모슬포방파제,33.361522,126.256878,제주특별자치도 서귀포시 대정읍 모슬로 1460번길 60 ,
349,제주도 형제섬,33.258901,126.317871,제주특별자치도 서귀포시 안덕면 사계리 산53,
350,서귀포 범섬,33.241594,126.362919,제주특별자치도 서귀포시 천제연로 181 (범선면) ,
